"Paper","Total Citations","TC per Year"
"SHANG Y, 2015, THEOR COMPUT SCI","2","0.3333"
"SARDAR S, 2015, J THEOR COMPUT CHEM","2","0.3333"
"SCHNEIBLE J, 2015, CONCURR COMPUT","2","0.3333"
"SUZUKI K, 2015, NTT TECH REV","2","0.3333"
"NISHIMURA H, 2015, THEOR COMPUT SCI","2","0.3333"
"GORDON DF, 2015, J COMPUT PHYS","2","0.3333"
"BAI T, 2014, INT J NETW DISTRIB COMPUT","2","0.2857"
"JONES C, 2014, QUANTUM INF COMPUT","2","0.2857"
"SUN J, 2014, QUANTUM INF PROCESS","2","0.2857"
"FEINSTEIN DY, 2014, J MULT -VALUED LOGIC SOFT COMPUT","2","0.2857"
"HADJAM FZ, 2014, J MULT -VALUED LOGIC SOFT COMPUT","2","0.2857"
"KARTOUS W, 2014, J INTELL SYST","2","0.2857"
"MOGHADAM MZ, 2014, COMPUT SYST SCI ENG","2","0.2857"
"YAMAKAMI T, 2014, INF PROCESS LETT","2","0.2857"
"AMBAINIS A, 2014, COMPUT COMPLEX","2","0.2857"
"DAEICHIAN A, 2013, IET CONTROL THEORY APPL","2","0.2500"
"NORWICH KH, 2013, COGN SYS RES","2","0.2500"
"CHEN X, 2013, J COMPUT","2","0.2500"
"YANG J, 2013, J COMPUT INF SYST","2","0.2500"
"FENNER S, 2013, INT J FOUND COMPUT SCI","2","0.2500"
"AHARON N, 2013, NAT COMPUT","2","0.2500"
"YANG X, 2013, CONCURRENCY COMPUT PRACT EXPER","2","0.2500"
"ZHANG Y, 2013, QUANTUM INF PROCESS","2","0.2500"
"SALMAN T, 2012, J MACH LEARN RES","2","0.2222"
"JO B, 2012, INT J HIGH PERFORM COMPUT APPL","2","0.2222"
"LI YM, 2012, JISUANJI XUEBAO","2","0.2222"
"DU W, 2012, QINGHUA DAXUE XUEBAO","2","0.2222"
"LIU Y, 2012, J OF GLOBAL OPTIM","2","0.2222"
"BOEYENS JCA, 2012, INT J MOL SCI","2","0.2222"
"DING WP, 2011, MOSHI SHIBIE YU RENGONG ZHINENG","2","0.2000"
"LIU SR, 2011, MOSHI SHIBIE YU RENGONG ZHINENG","2","0.2000"
"BARROS A, 2011, COMPUT PHYS COMMUN","2","0.2000"
"GOCWIN M, 2010, INT J COMPUT MATH","2","0.1818"
"COFFEY MW, 2010, QUANTUM INF PROCESS","2","0.1818"
"MENG X, 2010, ICIC EXPRESS LETT","2","0.1818"
"NEDJAH N, 2010, INT J INNOV COMPUT INF CONTROL-a","2","0.1818"
"AKL SG, 2010, PARALLEL PROCESS LETT","2","0.1818"
"SASAKI Y, 2010, QUANTUM INF PROCESS","2","0.1818"
"CASTRO ME, 2010, WSEAS TRANS INF SCI APPL","2","0.1818"
"XUE H, 2010, INT J AUTOM COMPUT","2","0.1818"
"ZHU HD, 2010, KONGZHI YU JUECE CONTROL DECIS","2","0.1818"
"LIVERTS EZ, 2010, COMPUT PHYS COMMUN","2","0.1818"
"WU QY, 2009, MOSHI SHIBIE YU RENGONG ZHINENG","2","0.1667"
"SANTHA M, 2009, ALGORITHMICA (NEW YORK)","2","0.1667"
"AGHAEI MRS, 2009, J COMPUT SCI","2","0.1667"
"AL-RABADI AN, 2009, INT J INTELL COMP CYBERN-a-b","2","0.1667"
"HARDY Y, 2009, INT J MOD PHYS C","2","0.1667"
"CHANG BR, 2009, NEUROCOMPUTING","2","0.1667"
"D'HONDT E, 2009, THEOR COMPUT SCI","2","0.1667"
"JEON B, 2009, COMPUT PHYS COMMUN","2","0.1667"
"LI XH, 2008, J THEOR COMPUT CHEM","2","0.1538"
"HOU XW, 2008, INT J MOD PHYS C","2","0.1538"
"HIGGS RJ, 2008, IEEE TRANS INF THEORY","2","0.1538"
"GROLMUSZ V, 2008, IEEE TRANS INF THEORY","2","0.1538"
"KENNY JP, 2008, SCI PROGRAM","2","0.1538"
"AL-RABADI AN, 2008, INTELL AUTOM SOFT COMP","2","0.1538"
"GIRARD JY, 2007, MATH STRUCT COMPUT SCI","2","0.1429"
"MIYAMOTO Y, 2007, NEC TECH J","2","0.1429"
"LV Q, 2007, KONGZHI YU JUECE CONTROL DECIS","2","0.1429"
"PHILLIPS I, 2006, ELECTRON NOTES THEOR COMPUT SCI","2","0.1333"
"ZIEMYS A, 2005, INT J MOL SCI","2","0.1250"
"SINGH A, 2005, NAT COMPUT","2","0.1250"
"THIEM C, 2004, J AEROSP COMPUT INF COMMUN","2","0.1176"
"POPEL DV, 2003, ARTIF INTELL REV","2","0.1111"
"WILCZURA-WACHNIK H, 2003, J MOL MODEL","2","0.1111"
"HIRVENSALO M, 2002, THEOR COMPUT SCI","2","0.1053"
"HEMASPAANDRA E, 2002, INF COMPUT","2","0.1053"
"KHRENNIKOV A, 2002, PROC SPIE INT SOC OPT ENG","2","0.1053"
"WARREN P, 2002, COMPUT CONTROL ENG J","2","0.1053"
"GUTIRREZ-DE-TERN H, 2002, COMB CHEM HIGH THROUGHPUT SCREEN","2","0.1053"
"DONOFRIO N, 2001, COMPUT CONTROL ENG J","2","0.1000"
"MATSUEDA H, 2001, INT J CIRCUIT THEORY APPL","2","0.1000"
"BIOLATTI E, 2001, INT J CIRCUIT THEORY APPL","2","0.1000"
"TEJADA J, 2000, HP LAB TECH REP","2","0.0952"
"BYKHOVSKAIA M, 1999, NEUROCOMPUTING","2","0.0909"
"BOWLER KC, 1999, PARALLEL COMPUT","2","0.0909"
"SCHEMPP W, 1997, INF","2","0.0833"
"CHAITIN-CHATELIN F, 1996, J UNIVERS COMPUT SCI","2","0.0800"
"HALVERSON T, 1995, J COMB THEORY SER A","2","0.0769"
"GILLAN MJ, 1994, FUTURE GENER COMPUT SYST","2","0.0741"
"SUGAR RL, 1991, COMPUT PHYS COMMUN","2","0.0667"
"DING HQ, 1991, COMPUT PHYS COMMUN","2","0.0667"
"POLYZOU WN, 1987, J COMPUT PHYS","2","0.0588"
"REMIDDI E, 1972, COMPUT PHYS COMMUN","2","0.0408"
"DE AVILA AB, 2020, NEUROCOMPUTING","1","1.0000"
"VAN DAM TJ, 2020, QUANTUM INF PROCESS","1","1.0000"
"MCGEOCH CC, 2020, THEOR COMPUT SCI","1","1.0000"
"BHATIA M, 2020, COMPUT","1","1.0000"
"DEY A, 2020, APPL SOFT COMPUT J","1","1.0000"
"BLASS A, 2020, THEOR COMPUT SCI","1","1.0000"
"BAHAR AN, 2020, IEEE TRANS NANOTECHNOL","1","1.0000"
"ROFFE J, 2020, IEEE TRANS INF THEORY","1","1.0000"
"LIANG M, 2020, QUANTUM INF PROCESS","1","1.0000"
"CACCIAPUOTI AS, 2020, IEEE NETWORK","1","1.0000"
"DANESHFAR F, 2020, MULTIMEDIA TOOLS APPL","1","1.0000"
"CHOI H, 2019, NPJ QUANTUM INF","1","0.5000"
"LISENFELD J, 2019, NPJ QUANTUM INF","1","0.5000"
"MCCASKEY AJ, 2019, NPJ QUANTUM INF","1","0.5000"
"NAM Y, 2019, NPJ QUANTUM INF","1","0.5000"
"TIAN Y, 2019, NPJ QUANTUM INF","1","0.5000"
"MILICCHIO F, 2019, COMPUT METHODS BIOMECH BIOMED ENG IMAGING AND VISUALIZATION","1","0.5000"
"GLOS A, 2019, QUANTUM INF PROCESS","1","0.5000"
"VITOLO R, 2019, COMPUT PHYS COMMUN","1","0.5000"
"SMITH KN, 2019, ACM J EMERG TECHNOLOGIES COMPUT SYST","1","0.5000"
"ZHU J, 2019, INT J SIMUL MODEL","1","0.5000"
"ANTHONY A, 2019, INT J ENG ADV TECHNOL","1","0.5000"
"WICAKSONO AW, 2019, INT J ENG ADV TECHNOL","1","0.5000"
"ZHANG X, 2019, INF SCI-a","1","0.5000"
"MONDAL S, 2019, INNOV SYST SOFTW ENG","1","0.5000"
"NAKAO M, 2019, INT J HIGH PERFORM COMPUT APPL","1","0.5000"
"SOEKEN M, 2019, IEEE TRANS COMPUT AIDED DES INTEGR CIRCUITS SYST","1","0.5000"
"TEPLUKHIN A, 2019, J CHEM THEORY COMPUT","1","0.5000"
"KIRUTHIGA G, 2019, INT J ADV TRENDS COMPUT SCI ENG","1","0.5000"
"GUEDDANA A, 2019, QUANTUM INF PROCESS","1","0.5000"
"SUNDRIYAL V, 2019, INT J HIGH PERFORM COMPUT APPL","1","0.5000"
"MERAIHI Y, 2019, NEURAL COMPUT APPL","1","0.5000"
"NIEMIEC M, 2019, QUANTUM INF PROCESS","1","0.5000"
"WINTER P, 2019, J CHEM THEORY COMPUT","1","0.5000"
"DEL GALDO S, 2019, J CHEM THEORY COMPUT","1","0.5000"
"SHITOV Y, 2019, DISCRETE COMPUT GEOM","1","0.5000"
"ROOBAN S, 2019, INT J ENG ADV TECHNOL","1","0.5000"
"STEIGER DS, 2019, MICROPROCESSORS MICROSYST","1","0.5000"
"ELAMATHI N, 2019, SOFT COMPUT","1","0.5000"
"MLLER M, 2019, MICROPROCESSORS MICROSYST","1","0.5000"
"MONTEIRO A, 2019, CLUSTER COMPUT","1","0.5000"
"KREUTZ D, 2019, ACM TRANS PRIV SECUR","1","0.5000"
"BRENES M, 2019, COMPUT PHYS COMMUN","1","0.5000"
"JAWOROWSKI B, 2019, APPL SCI","1","0.5000"
"WAN J, 2019, IEEE ACCESS","1","0.5000"
"LIU W, 2019, IEEE ACCESS","1","0.5000"
"CHRISTIAN J, 2019, IEEE ACCESS","1","0.5000"
"WAIDYASOORIYA H, 2019, IEEE TRANS EMERG TOP COMPUT","1","0.5000"
"KIRKE AJ, 2019, INT J UNCON COMP","1","0.5000"
"SUNDANI D, 2019, J ICT RES APPL","1","0.5000"
"MORIMAE T, 2019, QUANTUM INF COMPUT-a","1","0.5000"
"ZHANG X, 2019, IEEE TRANS SERV COMPUT","1","0.5000"
"SINGAMANENI KK, 2019, REV INTELL ARTIF","1","0.5000"
"SASSOLI DE BIANCHI M, 2019, SOFT COMPUT","1","0.5000"
"YANG Y, 2019, IEEE ACCESS-a","1","0.5000"
"BHARILL N, 2019, IEEE ACCESS","1","0.5000"
"YU X, 2019, IEEE ACCESS","1","0.5000"
"JI Z, 2019, IEEE ACCESS","1","0.5000"
"DE PICCOLI A, 2019, J CRYPTOGRAPHIC ENG","1","0.5000"
"DENG DY, 2019, JISUANJI XUEBAO","1","0.5000"
"HUMBLE TS, 2019, IEEE DES TEST","1","0.5000"
"LIU Y, 2019, IEEE ACCESS","1","0.5000"
"ALHUMAIMA RS, 2018, IEEE TRANS GREEN COMMUN NETWORKING","1","0.3333"
"KUNDU S, 2018, COMPUT PHYS COMMUN","1","0.3333"
"ARDESHIR-LARIJANI E, 2018, ACM TRANS COMPUT LOG","1","0.3333"
"CHITAMBAR E, 2018, IEEE TRANS INF THEORY","1","0.3333"
"CAI JY, 2018, THEOR COMPUT SCI","1","0.3333"
"KUKLINSKI P, 2018, QUANTUM INF PROCESS","1","0.3333"
"GAO H, 2018, TONGXIN XUEBAO","1","0.3333"
"HUIXIAN L, 2018, IEEE ACCESS","1","0.3333"
"DAI W, 2018, MATH COMPUT MODEL DYN SYST","1","0.3333"
"TACHIBANA A, 2018, J MOL MODEL","1","0.3333"
"THAPLIYAL K, 2018, QUANTUM INF PROCESS","1","0.3333"
"GARDAS B, 2018, J COMPUT PHYS","1","0.3333"
"LIN Y, 2018, IEEE TRANS COMPUT AIDED DES INTEGR CIRCUITS SYST","1","0.3333"
"YANG T, 2018, J CHEM THEORY COMPUT","1","0.3333"
"MAN'KO V, 2018, IEEE TRANS INF THEORY","1","0.3333"
"JAGODE H, 2018, INT J HIGH PERFORM COMPUT APPL","1","0.3333"
"LI D, 2018, QUANTUM INF PROCESS","1","0.3333"
"MASUYAMA N, 2018, IEEE TRANS NEURAL NETWORKS LEARN SYS","1","0.3333"
"JAYASHREE HV, 2018, J CIRCUITS SYST COMPUT","1","0.3333"
"ALBERTINI F, 2018, IEEE TRANS AUTOM CONTROL","1","0.3333"
"NED ALLEN EH, 2018, INT J UNCON COMP","1","0.3333"
"AMJAD U, 2018, INTL J ADV COMPUT SCI APPL","1","0.3333"
"SINGAMANENI KK, 2018, J EUR SYST AUTOM","1","0.3333"
"BRAVERMAN M, 2018, SIAM J COMPUT","1","0.3333"
"YUAN Y, 2018, SECUR COMMUN NETWORKS","1","0.3333"
"STREIT S, 2018, IEEE TRANS COMPUT","1","0.3333"
"USHER N, 2017, QUANTUM INF COMPUT","1","0.2500"
"WANG YH, 2017, JISUANJI XUEBAO","1","0.2500"
"DE WOLF R, 2017, ETHICS INF TECHNOL","1","0.2500"
"ALSHOWKAN M, 2017, IEEE ACCESS","1","0.2500"
"LEE JS, 2017, INFORMATION","1","0.2500"
"ZHOU J, 2017, DES CODES CRYPTOGRAPHY","1","0.2500"
"GODSIL C, 2017, ELECTRON J COMB","1","0.2500"
"ERNIYAZOV S, 2017, ADV SCI LETT","1","0.2500"
"SOLANO JR, 2017, J MOL MODEL","1","0.2500"
"SAWERWAIN M, 2017, WIRELESS PERS COMMUN","1","0.2500"
"BAJONI D, 2017, PHOTONICS NANOSTRUC FUNDAM APPL","1","0.2500"
"WANG C, 2017, TONGXIN XUEBAO","1","0.2500"
"AKIHO T, 2017, NTT TECH REV","1","0.2500"
"ZHANG Y, 2017, COMPUT MATER SCI","1","0.2500"
"NUTZ T, 2017, APL PHOTONICS","1","0.2500"
"GHOSH M, 2017, ACM J EMERG TECHNOLOGIES COMPUT SYST","1","0.2500"
"ASRI S, 2017, IETE J RES","1","0.2500"
"SAITO S, 2017, NTT TECH REV","1","0.2500"
"NAM YS, 2017, QUANTUM INF PROCESS","1","0.2500"
"SUN J, 2017, QUANTUM INF PROCESS","1","0.2500"
"MOHAMMAD R, 2017, INT J MOD PHYS C","1","0.2500"
"PUTZ V, 2017, SOFT COMPUT","1","0.2500"
"ILYASHENKO AS, 2017, AUTOM CONTROL COMPUT SCI","1","0.2500"
"LIGHT GL, 2017, INT J APPL MATH","1","0.2500"
"MISRA NK, 2017, INT J COMPUT APPL TECHNOL","1","0.2500"
"VENKATESAN A, 2017, INT ARAB J OF INFO TECH","1","0.2500"
"DEIBUK V, 2016, INT J INNOV COMPUT INF CONTROL","1","0.2000"
"MIRKHANI Z, 2016, QUANTUM INF PROCESS","1","0.2000"
"CAO MJ, 2016, KONGZHI YU JUECE CONTROL DECIS","1","0.2000"
"KAK S, 2016, CRYPTOLOGIA","1","0.2000"
"WU S, 2016, INDONES J ELECTRICAL ENG COMPUT SCI","1","0.2000"
"MURUGESAN P, 2016, J CIRCUITS SYST COMPUT","1","0.2000"
"JELISKI T, 2016, J MOL MODEL","1","0.2000"
"SGOUROS NM, 2016, ENTERTAIN COMPUT","1","0.2000"
"DOUSTI MJ, 2016, QUANTUM INF COMPUT","1","0.2000"
"PAL P, 2016, INT J COMPUT APPL","1","0.2000"
"SMITH E, 2016, J INST TELECOMMUN PROF-a","1","0.2000"
"TABATABAII P, 2016, INT J INNOVATIVE COMPUT APPL","1","0.2000"
"PACHER C, 2016, QUANTUM INF PROCESS","1","0.2000"
"LEE CAL, 2015, KYBERNETES","1","0.1667"
"MENDES FV, 2015, QUANTUM INF PROCESS","1","0.1667"
"BOSE R, 2015, J SCI COMPUT","1","0.1667"
"DATTA K, 2015, J INST ENG SER B","1","0.1667"
"VON OMPTEDA K, 2015, IEEE COMPUT GRAPHICS APPL","1","0.1667"
"VENKATRAMAN V, 2015, CHEMOMETR INTELLIGENT LAB SYST","1","0.1667"
"ALEXANDRU A, 2015, COMPUT SCI ENG","1","0.1667"
"ROHR D, 2015, SUPERCOMPUT FRONT INNOV","1","0.1667"
"KADRY S, 2015, STAT OPTIM INF COMPUT","1","0.1667"
"SHUKLA V, 2015, INT J BUS DATA COMMUN NETW","1","0.1667"
"LEVI P, 2015, FRONT NEUROROBOTICS","1","0.1667"
"WEN H, 2015, XI'AN DIANZI KEJI DAXUE XUEBAO","1","0.1667"
"YANG S, 2015, XITONG FANGZHEN XUEBAO","1","0.1667"
"WITTEK P, 2015, COMPUT PHYS COMMUN","1","0.1667"
"LI L, 2015, INT J MULTIMEDIA UBIQUITOUS ENG","1","0.1667"
"ZHU H, 2015, INT J INTELLIGENT ENG SYST","1","0.1667"
"PIUS E, 2015, QUANTUM INF COMPUT","1","0.1667"
"BRAMANTI AP, 2015, INT J UNCON COMP","1","0.1667"
"HARROW AW, 2014, QUANTUM INF COMPUT","1","0.1429"
"BOMMI RM, 2014, J COMPUT SCI","1","0.1429"
"WU CH, 2014, J CELL AUT","1","0.1429"
"QU R, 2014, QUANTUM INF PROCESS-a","1","0.1429"
"ALFAILAKAWI M, 2014, QUANTUM INF PROCESS","1","0.1429"
"TANI S, 2014, NTT TECH REV","1","0.1429"
"SIVAHARI R, 2014, INT J BIO-SCI BIO-TECHNOL","1","0.1429"
"REICHARDT BW, 2014, SIAM J COMPUT","1","0.1429"
"MASUYAMA N, 2014, INT J HUMANOID ROB","1","0.1429"
"FANG J, 2014, QUANTUM INF PROCESS","1","0.1429"
"LIN YP, 2013, IEEE TRANS NANOTECHNOL","1","0.1250"
"ZHANG S, 2013, INT J PARALLEL PROGRAM","1","0.1250"
"HANSEN JP, 2013, IEEE TRANS INF THEORY","1","0.1250"
"TROJEK P, 2013, NAT COMPUT","1","0.1250"
"KUMAR P, 2013, QUANTUM INF PROCESS-a","1","0.1250"
"YANG W, 2013, APPL MAT INF SCI","1","0.1250"
"FLAMMIA ST, 2013, QUANTUM INF COMPUT","1","0.1250"
"CHEN XF, 2012, DONGBEI DAXUE XUEBAO","1","0.1111"
"SHIRI M, 2012, RES J APPL SCI ENG TECHNOL-a","1","0.1111"
"MACKEY G, 2012, INT J PARALLEL EMERGENT DISTRIB SYST","1","0.1111"
"LI Z, 2012, INT J DIGIT CONTENT TECHNOL APPL","1","0.1111"
"LU JY, 2012, SHENZHEN DAXUE XUEBAO (LIGONG BAN)","1","0.1111"
"WANG D, 2012, JISUANJI XUEBAO","1","0.1111"
"PUTZ V, 2012, INT J UNCON COMP","1","0.1111"
"ASSARIAN M, 2012, RES J APPL SCI ENG TECHNOL","1","0.1111"
"NIA NH, 2012, RES J APPL SCI ENG TECHNOL","1","0.1111"
"AL-RABADI AN, 2012, INTELL AUTOM SOFT COMP","1","0.1111"
"AL-RABADI AN, 2012, INTELL AUTOM SOFT COMP-a","1","0.1111"
"LOVETT NB, 2011, INT J UNCON COMP","1","0.1000"
"IGARASHI T, 2011, COMPUT MATER SCI","1","0.1000"
"BAUDOUIN L, 2011, J SCI COMPUT","1","0.1000"
"CASTRO ME, 2011, COMPUT PHYS COMMUN","1","0.1000"
"NAVA J, 2011, J UNCERTAIN SYST","1","0.1000"
"MENIKARACHCHI LC, 2011, J MOL GRAPH MODEL","1","0.1000"
"FETANAT A, 2011, EUR J SCI RES","1","0.1000"
"GALPERIN EA, 2011, COMPUT MATH APPL","1","0.1000"
"KREINOVICH V, 2011, INT J GEN SYST","1","0.1000"
"HARDY Y, 2010, INT J MOD PHYS C","1","0.0909"
"NAGY M, 2010, PARALLEL PROCESS LETT","1","0.0909"
"HAIKONEN POA, 2010, COGNITIVE COMPUT","1","0.0909"
"KEMPE J, 2010, QUANTUM INF COMPUT","1","0.0909"
"WU B, 2010, KONGZHI YU JUECE CONTROL DECIS","1","0.0909"
"DANILUK A, 2010, COMPUT PHYS COMMUN","1","0.0909"
"GAD EL-KARIM IA, 2010, J MOL GRAPH MODEL","1","0.0909"
"AL-RABADI AN, 2009, J CIRCUITS SYST COMPUT","1","0.0833"
"WANG S, 2009, ACM J EMERG TECHNOLOGIES COMPUT SYST","1","0.0833"
"FRIEDL K, 2009, THEORY COMPUT SYST","1","0.0833"
"DOHOTARU C, 2009, QUANTUM INF COMPUT","1","0.0833"
"ARGUELLO F, 2009, QUANTUM INF COMPUT","1","0.0833"
"BULLOCK SS, 2009, QUANTUM INF COMPUT","1","0.0833"
"WIELGOSZ M, 2009, COMPUT INF","1","0.0833"
"MENG X, 2009, INT J INTELL SYST TECHNOL APPL","1","0.0833"
"KOMATSU H, 2008, FUJITSU SCI TECH J","1","0.0769"
"ZHANG F, 2008, JISUANJI FUZHU SHEJI YU TUXINGXUE XUEBAO","1","0.0769"
"PANDURANGA RAO MV, 2008, THEOR COMPUT SCI","1","0.0769"
"YANG G, 2008, COMPUT MATH APPL","1","0.0769"
"CATTANEO G, 2008, FUZZY SETS SYST","1","0.0769"
"FUJISAWA T, 2008, NTT TECH REV","1","0.0769"
"PARK JH, 2007, IET COMPUT DIGITAL TECH","1","0.0714"
"MIHARA T, 2007, J DISCRETE ALGORITHMS","1","0.0714"
"XIAO Y, 2007, J THEOR COMPUT CHEM","1","0.0714"
"BERTNESS KA, 2006, CROSSTALK","1","0.0667"
"PILLA S, 2006, IEEE TRANS NANOTECHNOL","1","0.0667"
"KAWACHI A, 2006, J UNIVERS COMPUT SCI","1","0.0667"
"LASKEY KB, 2006, J LOGIC LANG INF","1","0.0667"
"ADCOCK M, 2006, INF PROCESS LETT","1","0.0667"
"FRNER W, 2005, INT J MOL SCI","1","0.0625"
"POGHOSYAN VA, 2005, COMPUT PHYS COMMUN","1","0.0625"
"AL-RABADI AN, 2005, J MULT -VALUED LOGIC SOFT COMPUT","1","0.0625"
"WANG R, 2005, J COMPUT INF SYST","1","0.0625"
"GU M, 2005, INT J COMPUT MATH","1","0.0625"
"LI X, 2004, QUANTUM INF PROCESS","1","0.0588"
"COLE JH, 2004, COMPUT PHYS COMMUN","1","0.0588"
"JAKSCH P, 2004, INT J NANOSCI","1","0.0588"
"BUHRMAN H, 2003, INF PROCESS LETT","1","0.0556"
"TAKAYANAGI H, 2003, NTT TECH REV","1","0.0556"
"KELLY MJ, 2002, ELECTRON COMMUN ENG J","1","0.0526"
"NISHINO T, 2002, NEW GENER COMPUT","1","0.0526"
"AGAIAN SS, 2002, PROC SPIE INT SOC OPT ENG","1","0.0526"
"RALPH JF, 2001, PROC SPIE INT SOC OPT ENG","1","0.0500"
"POTAPOV AB, 2001, INT J MOD PHYS C","1","0.0500"
"EZHOV AA, 2001, PROC SPIE INT SOC OPT ENG","1","0.0500"
"OJALA L, 2001, PROC IEEE INT CONF SYST MAN CYBERN","1","0.0500"
"ROYCHOWDHURY VP, 2001, IEEE TRANS INF THEORY","1","0.0500"
"LTHI HP, 2000, COMPUT PHYS COMMUN","1","0.0476"
"FORTNOW L, 2000, ELECTRON NOTES THEOR COMPUT SCI","1","0.0476"
"KOMASA J, 2000, PARALLEL COMPUT","1","0.0476"
"GSKEN S, 1999, PARALLEL COMPUT","1","0.0455"
"CHRISTENSEN SM, 1998, COMPUT PHYS COMMUN","1","0.0435"
"WANG X, 1997, PARALLEL COMPUT","1","0.0417"
"LISCHKA H, 1995, FUTURE GENER COMPUT SYST","1","0.0385"
"KONING AJ, 1995, COMPUT PHYS COMMUN","1","0.0385"
"DU ML, 1993, COMPUT PHYS COMMUN","1","0.0357"
"AGNESI A, 1989, PROC SPIE INT SOC OPT ENG","1","0.0312"
"CADA M, 1989, PROC SPIE INT SOC OPT ENG","1","0.0312"
"SCHILLING K, 1987, COMPUT PHYS COMMUN","1","0.0294"
"BEEKMANS AA, 1986, PROC SPIE INT SOC OPT ENG","1","0.0286"
"SIMIC-GLAVASKI B, 1986, PROC SPIE INT SOC OPT ENG","1","0.0286"
"BOMBERGER DC, 1973, J COMPUT PHYS","1","0.0208"
"YUAN Y, 2020, NPJ QUANTUM INF","0","0.0000"
"BLANK C, 2020, NPJ QUANTUM INF","0","0.0000"
"NAM Y, 2020, NPJ QUANTUM INF","0","0.0000"
"USMAN M, 2020, NPJ COMPUTATIONAL MATER","0","0.0000"
"NAM Y, 2020, NPJ QUANTUM INF-a","0","0.0000"
"GHOSH S, 2020, NPJ QUANTUM INF","0","0.0000"
"MANUKHOVA AD, 2020, NPJ QUANTUM INF","0","0.0000"
"KONAR D, 2020, APPL SOFT COMPUT J","0","0.0000"
"FANG YL, 2020, QUANTUM INF PROCESS","0","0.0000"
"BALAZADEH L, 2020, QUANTUM INF PROCESS","0","0.0000"
"GRIGORYAN AM, 2020, QUANTUM INF PROCESS","0","0.0000"
"CARO MC, 2020, QUANTUM INF PROCESS","0","0.0000"
"WANG S, 2020, QUANTUM INF PROCESS","0","0.0000"
"MITCHELL CJ, 2020, COMPUT SECUR","0","0.0000"
"HARRIS S, 2020, WORLD PAT INF","0","0.0000"
"CHAKRABORTY S, 2020, APPL INTELL","0","0.0000"
"BIRD JJ, 2020, SOFT COMPUT","0","0.0000"
"TODOROVA BN, 2020, J COMPUT PHYS","0","0.0000"
"ROMERO E, 2020, J COMPUT PHYS","0","0.0000"
"LEE J, 2020, J CHEM THEORY COMPUT","0","0.0000"
"PLANAT M, 2020, SYMMETRY","0","0.0000"
"OUYANG Y, 2020, IEEE TRANS INF THEORY","0","0.0000"
"GONZALES A, 2020, IEEE TRANS INF THEORY","0","0.0000"
"HUBER S, 2020, IEEE TRANS INF THEORY","0","0.0000"
"LI CK, 2020, QUANTUM INF PROCESS","0","0.0000"
"GRIGORYAN AM, 2020, QUANTUM INF PROCESS-a","0","0.0000"
"GKTA O, 2020, QUANTUM INF PROCESS","0","0.0000"
"VAN HOUTE R, 2020, QUANTUM INF PROCESS","0","0.0000"
"HU WW, 2020, QUANTUM INF PROCESS","0","0.0000"
"XIE C, 2020, INF SCI","0","0.0000"
"GODSIL C, 2020, J COMB THEORY SER A","0","0.0000"
"PONGA M, 2020, J COMPUT PHYS","0","0.0000"
"PEELS M, 2020, J CHEM THEORY COMPUT","0","0.0000"
"GAO W, 2020, J CHEM THEORY COMPUT","0","0.0000"
"RODRGUEZ-BORBN JM, 2020, J CHEM THEORY COMPUT","0","0.0000"
"YANG YT, 2020, JISUANJI XUEBAO","0","0.0000"
"XIA F, 2020, IEEE TRANS EMERGING TOPICS COMP INTELL","0","0.0000"
"SHARMILA B, 2020, QUANTUM INF PROCESS","0","0.0000"
"ZHANG Y, 2020, MICROPROCESSORS MICROSYST","0","0.0000"
"AGUADO A, 2020, J OF OPT COMM AND NETW","0","0.0000"
"KORCYL G, 2020, COMPUT PHYS COMMUN","0","0.0000"
"BAI M, 2020, J OF GLOBAL OPTIM","0","0.0000"
"MINTZ TM, 2020, ACM J EMERG TECHNOLOGIES COMPUT SYST","0","0.0000"
"CORRELL J, 2020, NEUROCOMPUTING","0","0.0000"
"AKL SG, 2020, INT J PARALLEL EMERGENT DISTRIB SYST","0","0.0000"
"LENG L, 2020, JISUANJI JICHENG ZHIZAO XITONG","0","0.0000"
"HAMILTON KE, 2020, ACM TRANS PARALLEL COMP","0","0.0000"
"SOLENOV D, 2020, QUANTUM INF COMPUT","0","0.0000"
"HUIXIAN L, 2020, INT ARAB J OF INFO TECH","0","0.0000"
"MORIMAE T, 2020, QUANTUM INF COMPUT","0","0.0000"
"ZHANG J, 2020, INT J INF EDUC TECHNOL","0","0.0000"
"ELDAR L, 2020, IEEE TRANS INF THEORY","0","0.0000"
"HU J, 2020, IEEE TRANS COMPUT","0","0.0000"
"GONG C, 2020, QUANTUM INF PROCESS","0","0.0000"
"JASSEM YH, 2020, ICIC EXPRESS LETT PART B APPL","0","0.0000"
"SHAO C, 2020, QUANTUM INF PROCESS","0","0.0000"
"HU WW, 2020, QUANTUM INF PROCESS-a","0","0.0000"
"GOUBAULT DE BRUGIRE T, 2020, COMPUT PHYS COMMUN","0","0.0000"
"NOORALLAHZADEH M, 2020, J SUPERCOMPUT","0","0.0000"
"SANNA N, 2020, COMPUT PHYS COMMUN","0","0.0000"
"REINHOLDT P, 2020, J CHEM THEORY COMPUT","0","0.0000"
"SIM BY, 2020, J INT SER INFO SEC","0","0.0000"
"ELSAYED EK, 2020, INT J INTELLIGENT ENG SYST","0","0.0000"
"LORI NF, 2020, QUANTUM INF COMPUT","0","0.0000"
